ID,text,label
J9P70JD,اووووه نوفل الورتانى لخوس ت حتى حد ماقالو راك عار على التلفزه اخوس,0
0D259XC,ممثلة من أفضل ممثلين في تونس إلى أمام,1
WYI6TJ9,Mamsstou,0
O05MXJJ,hhhhhhhhh bravooo ;),1
3N9JJK7,تجمعي طحاااااااان,0
H8GVVV5,5îr makà nawfél lmaaaaàset :p,0
ETS0XLS,حتى ما تفوتك بحتى شىء...هي راقصة عاهرة .............و انت راقاص بن علي,0
2IK6P4R,Mooch normal hal9a tayara makontich nitsawir kol chay bich yitjbid fil half à loul ♡,1
G6MNZ0V,ممسطكم يا زبيييييييييييييييي,0
QUV9ME2,اني نحبها,1
A4MSB7A,itbarkalah,1
N1GJY08,Awell mara ye3jebni bravoo,1
FOB0ODF,جميلة أنت حينما تبتسمين ، و تصيرين أجمل حينما تتحدّثين ، و أنت كما أنت بما تحملين أجمل الحاضرين ...,1
SZ7ZETF,التشقنيس نسمع بيه لين ريتو,0
W4331AF,Aymen fanen w 3lih leklem 😍,1
R6MW4KU,Ena 3ijbitni bbaarrcchhaa,1
V932WI9,"انا اتفرجت عليه ربع ساعة عرفته يكذب""",0
XBZ52MS,قلة أدب وسفاله متاع  مخرج برجوازي معفن,0
NMZLRTG,Mahleeha binti,1
4JZG5RE,offfffffffff karahtna fel fan ya weldi sayb 3lina mn tbahbir ezeyd,0
89VTFIN,واحد معدة يالطيف,0
YKUJP47,محلاك ماشاء الله عليك,1
IEES84M,ممثل هايل كرمك الله  rabi ifadhleeek,1
SZ910B1,ريم الرياحي محترمة  😴😴😴,1
CSCHJM1,شخصيه قويه و مستوي عالي حبينا و الا كرهنا. كلام يقنع و طريقه تعبير جيده.  الله غالب المثقف ليس عليه لوم يقنعك حتي ولو هو علي خطاء.,1
RZ2TCH0,تونسي أصيــــــــــــــــــــــــــل بالرغم إلي يتقال لكل نحييك على أخلاقك برافوووووو,1
U4NCPUD,Flop,0
M9C00W7,حاشه خليقة ربي هالصباح خنافرو كي خنافر البهيم واللهي عندو لحق لطفي يمزبلك انتي و خوك ملا امارك,0
KU5YYSW,ها مقداد شد دارك راك ماسط لاسط بجاه ربي معادش تدعوه في تلفاز راه ماااااااااسط,0
FNBP6SM,bravo olfa youssef,1
YB72D2T,بصراحة انا مايعجبنيش هشام ماسط من قبل,0
V06ASCV,Bravo walid,1
HHSOP08,Tfo t77ana,0
VUD98SU,قداش وليت ماسط يا كريم و سخيف أنت و العربي !!,0
DGV3R4E,Bravo landolssi,1
RUNGFJI,الحمد لله . العزيمة تصنع المستحيل ربي يبارك,1
J8YUTSV,ماشاالله عليك يا أميمة صوت و صورة  يا ربي زيد علينا هل نعمة💖💖💖💖,1
W8TW3BO,محلاها و محلا صوتها ربي يوفقك امونة 😘,1
1RPTE2C,"Sayyedet touness al oula , berrassmii na3ch9ek , enti maliket al masra7 attounsiii , tamthiilek raw3a w enti raw3avw ziid 9asset cja3rek watetek w wahraatk , mraa wa3liik lekleeem , bent touness ya riit nchofouk fi dawer mar2a monadhlaaa",1
E1TC0VG,3alami kafon n7ebou barcha 😉😘,1
MXK5GJR,rak masta rak lasta,0
TKXB6ZP,Ma7léha Ou baaéd L mousalsél zédéét zyénééét <3 <3,1
QN1HYP3,"Mamstou w marsen mlaiyektou 

ملا كارثة يخلي بقعك يا شكيب واش تحكي تهز مالجابية و تحط فالخابية  ياخي متكيف حاجة شارب حاجة و لا حبوب هلوسة
Khzit w n3alt ala hal manadher
أمين ڨارة ياسر ماااااصط
شحص جاهل و لا يستحق موجود في البرنامج..
",0
5AHT5GF,Chkara w fil b7arr.w Amine ka3ba lé fi tv,0
6UX0R0Q,Wallat masta,0
J8ARKUQ,Botia tetsoumim :p,0
6RF941T,7asilo ma7lek w ma7la klamek wallah sa7 lih elrajel eli bech ta5dho 9adech mezhar,1
KLGZUIK,هذه هي المرأة التونسية الأنيقة,1
91F3SHD,الناتنة هاذي موش معروفة جملة و زيد ولت مكروهة.ما رأيك ان اهديكي حصان تمارسين معه هواياتك التي افصحتي عنها بطريقة غير مباشرة.تحسبين نفسك فنانة و مثقفة.اريد ان اقول لك بأن الحصان الذي سأهديكي اياه فنان و مثقف جدا جدا كما تريدين انتي.لكنه فنان و مثقف ثفافة اخرى.و الفهيم يفهم,0
XO7SOLV,7assit rou7i bhimt,0
5S5P9LT,انسان ياسر بهيم.وعلاش جايبينو اصل.,0
2XJQTWG,mala 3ab9rino ya rayan barvo,1
73DP9VK,Bravo nawfel,1
L9YMGY7,"mamstou mamstou , bjah rabiii n7eb na3ref ech idha7ek fihom",0
H8FGXKZ,Manhebbouch,0
GSYTASB,Bravou sami,1
0TER6QH,"شعب ابله طحان بهيم كرااكوز

والله شيء يمرض مفماش حاجة خائبة موروهاش غدرة،خيانة،جنس،سرقة،كذب،رذيلة يعرضونها لا للنقد بل لغاية نشر الرذيلة وتعويد المشاهد على الفساد بانواعه ومن ورائهم اجندات غربية وصهيونية",0
YXT5A0M,Bravo Taoufik !,1
YMKC30D,الدلاجي واحد إمسخ عالفلوس إبيع دارهم,0
BEIY1G6,Mahleha 3aycha n7ebha barcha,1
L4K6LUE,Brvo  kammel rabi m3ak,1
T4V3HGH,تفووووووه عليك و علا والديك على عايلتك و على اصلك و على فصلك و على الي يعرفك و باش يعرفك و على الي مصوحبك و مجاورك و على معارفك و على الارض الي هازتك و على تونس الي قابلتك تفووووووووووووووووووه,0
FUP6Q0V,جعفور راك امعلم,1
VBIA4EM,يابابا محلاك راجل,1
0IKJ6L2,محلاها وجيهة ياسر نحبها ممثلة كبيرة و متمكنة و تعرف اش تقول و بالتوفيق ان شاء الله,1
AFNXFMY,Y3tih l sa7a,1
N9TVQEX,ناقص. غلوة,0
1Q15NFM,قاضي مريض وغالط في نفسه ... وحيوان,0
TUEGFGW,M3aaaaaalm <3,1
A4SIB1D,Bravooo hanenn  ya jamila rak tdhahek we mahla dhahktek <3,1
ZW74WWK,حلقة جميلة,1
DWBQAAH,bravo,1
RXSLQJP,Machallah 3liha,1
GI3ARCA,Machalah,1
8XN7KGF,Màmsitha l5arya,0
YXFS11G,Ma7lha,1
AFVP4T9,monafe999999999999999 WMASSA55555555555,0
IU9OLKI,"M3alim w rajil, bravoo",1
0FRNK5Q,يا grand A  برا يعطيك داء بلا دواء احمد الأندلسي سيدك و تزيد تحكي على المثلية الجنسية بربي كان جاء خوك مثلي تقلو هاذي حرية شخصية فضحتونا الله يفضحكم علاش الدنيا ولات هكة تفوووه عليك راك تحطمت قبل ما تبدى,0
QJWQHRL,قاعد يكبس في رحو و هوة كي تافشة و حيد اصلع و بهيم حشاكم,0
PGV8KQV,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh blid :p,0
KWN0G50,بصراحة مرا مثقفة وتعرف أش تقول. تعجبني برافو مدام محرزية,1
UC2VDGL,Ma3alme,1
AI9SEQ2,Raw3a southa,1
SKK650D,"Mahla klemek ya Wejiha, metwahchin nrawek fi Montreal, waktech etzourna?",1
HG98V3T,باسلة,0
G15Z1Z5,walh m3lem ya kafon,1
S7BSF3W,bravo sami,1
IHZN09P,Taw bellehi hadheya rappeur o_O,0
DIA5I21,Lem3alem bravo,1
BETPJ7W,masta lasta,0
PG1YTEA,برفوا نور,1
8IKYJDH,Mafheemtech 3lech jeybin sle7 mesbe7 maye3jebnich jemla mast 5atrou -_-,0
SX1V1K0,7acha esmik msaminik taher wenti 5amij,0
GCR184S, طحين و دخان,0
H8UU1JQ,روعة والله,1
4GMJUJ8,maaaaaaaaaaaaaaaaaaasit wou massakh wou mridh wou bhim wéssir,0
34VHMZ8,":-* <3 bravo""",1
FQ2NV1D,3jbni brav,1
HUM1ASS,Yesser tefeh...jamais da7ekni kifech hede moubde3 w yessme3ech y7eb ken yehki???,0
XTC2LGD,Pffffff 3ella 3al 9aleb bellah la3dhim dawarli 5watri 😵,0
U2GV0NY,لا حول ولا قوة الا بالله تشجعون على الفسق واللواط لعنكم الله لن نسمح بهذه الصورة التي تشوهون فيها صورة بلادنا ،تونس دولة اسلامية اعوذ بالله من هذه الاشكال ومن مشجعيها,0
EDHJ2FJ,إنت إلي طيحت فنك يا كافون زطلة و شم هذا موش كلام,0
J8LSSK9,التّملّق و الإذلال,0
JFIQ0H9,مغط و ماسط و ملائكته رزينة,0
8FCN4DB,حسبي الله و نعما الوكيل,0
R2NCDZ6,Jaw 3liha :p,1
IYLS87W,Maset hal khra,0
I666WKU,اولاد مفيدة عجبتهم تفاهات اولاد مفيدة !!! الطيور على اشكالها تقع ،و الصرصور ما يعيش كان في المجاري .,0
ZZKLOS4,Ka3ba la w maja chay w marzen damo,0
4CKAZO0,Hhhhhh oui 7louwa,1
R0JPWNS,"Masta wa kahwa mourra""",0
3I1SR1M,فنان عنصري و غبي,0
XT2TIBS,Bravo bakitni,1
7YA3796,يعن بوك وبو بوك يا مسخ تفوووو عليكم وعلى امثالكم,0
E2OJIWU,ممصطهاااا ومخيبها وهي اصلا شكونهي,0
9ESKWUX,Un grand bravoooooooooooo walid eltounsiii,1
HOPJI3Z,hhhhh ma7leeeee  j'admire<3,1
09VPY9A,Mala mostawayet !!,0
ELQPJFC,ملا نقييب عمل العار.....,0
QXIHQ9H,امير محلاه يعجبنى اما ادكان يبعد عن نقد ااجارح لى اخرين اتو يعجبنى اكثر ما يعجبنيش كى يبدا ينقد فى ضيوف هم باهم هم علاهم و كاينو هو انسان كامل وما عندو حتى عيب يا امير ااكوميدى ااناجح ما يشتمش و ما ينقدش لعباد بطريقة تحشمهم قدام ناس فى تلفزة,1
PARGWCY,اتفووووووووه حاشاكم جميعا,0
JE736N1,TAYARA,1
9SQYDQW,Maset laset karim,0
GW1YKCO,ماشاء الله ....تهبل,1
JZ7IF6N,والله محلاكم,1
EQP95S2,ممصتو راهو مايتهضمش,0
1JJ19F0,شعب كرمبيط و كي هو كي لطفي بكلهم شلايك و الفلوس عماتهم,0
UZFSB6M,ماسط لاسط ... :p,0
QKEKB2G,عليك حمار تفو,0
C0TM8I0,Woo !! A9wa la9ta !!,1
M21QB7S,Yfata9 nmout 3lik y'a kafon,1
KYRREPZ,Weld 7ouma 3arbi w m3alem,1
3ZLBMPR,Hhhhh a7la couple mouch normal ftou9 dho7ik,1
6WH49BU,Mala marek :-/,0
I2I67RY,هاك البهيم امين المنشط سآل سؤال غبي برشة وقال اما أخطر ارهابي او مثلي .ههههههه يا بهيم تقارن في ارهابي قاتل مجرم بطحان يعطي في ظهرو,0
G277E2A,بصراحة bravoooo,1
M2FQMBO,M3alma,1
WVUFDNC,maaaaaaset laaaaaset ken jebou labes 5ir,0
5X4LG36,N7bha,1
HWOK0YK,bravo ناجي جلول,1
PJ20ALW,خشب جهنم,0
HKLXZNO,Bravo mariem birasmi bravo ;) :*,1
I72RW57,انسان يعرف شنوة يقول بصراحة يعتيه الصحة,1
KUV9VSK,امسط وحدة في المسلسل بسراحة لا علاقة,0
LFM7YUT,machalah 3lik enti whanen echograni,1
0K92RS6,Bsara7a houwa momtez a7sen kif raya7touna men maya lgsouri,1
SVGB36W,تهيا بيدها فاشلة  و ماااسطة في تمثيلها.. تحتى الحروف ما تعرفش تنطقها,0
ICFOPDW,Bravo,1
CGJNG8B,جايبين مثلي مش راجل و المشكلة برشا موافقينو تفوه عالممارك الي يشجعو عالقباحة ما فاهم الوضع كان وليد التونسي,0
LGQXYR0,انسان ماصط لاصط قلاب و سارق,0
6RMDJF7,مخيب مناظركم,0
DWIZL81,3imed d8ij bravo wlh rajel mouch kima ba3th essiyessiyin ella7assa,1
TYSYA3C,وجيهة الجندوبي فنانة راقية جداا تنطبق عليها كلمة #محترفة برافو <3,1
Y5BTS0D,يا توفيق رك مصت برش,0
EV8ZT74,Tfouh alik ya masa5 echib w l3i🔫🔫🔫x-(x-(👎👎👎,0
4ROA4FA,برا الله يلعن بوك  وبو أمك العاهرة يا سامي الفهري يا طحان ماكش راجل بايع شرفك يا عديم الأصل يا ديوث تفووووووه عليك وعلى الطحانة اللي تبع فيك,0
CI5TBSV,استاذة من خيرة الاساتذة الموجودين في كلية الحقوق بصفاقس،استاذة عظيمة،برافووو,1
RWUN6O2,Pfffff machabou W ma5yebou maset,0
LW5VYJP,ثعلب و ثعلوبة :),0
5N3NBMK,5amsa w 5mis 3lik ya si khaled,1
0YCEOA3,من اروع الناس واحلاهم بصراحة شابووووو ليه معلم,1
PYAQ34C,كيفو كيف عشيرو لعريّض ! تو هذا وقت  ؟؟! يلعن بو الوقت,0
CI19GBO,Ta7on,0
7TRJ3B9,wow raw3a,1
VB5H4WQ,Raw3a bravo karim,1
2HHN0IU,Nour mahlakkk,1
QDWBWDX,جبرون,0
Q6SJ91W,Massit baaarcha,0
BDA0HAU,Bravo (y),1
3MZEZ6P,حلقة عالمية علخر خاصة كي بدر خطف بدر الصغير ههههه,1
B3YBWRX,Ma5ibek ya masseeeet,0
E0VGYJ6,dima mnawar w mwaher nchallah dima l9odem,1
D9VBHR6,مهرج  لا يحسن  الكلام  ولا يحترم  الاخرين   وموش متربي,0
X1Q2HKV,نبزق على القناة و نتعدى تفوووووووووووه.....💣💣💣💣💣💣💣💣,0
IRD21Q9,te3jebni barcha,1
U6WFIGI,Mekdad ya lahass ya tahan el hakim tfouhhhh alik,0
MHQSXLT,و تتواصــــــــل الإيحــــــــاءات الجنسيّـــة و الكلام الفاحـــــش على ماخــــــورالدعــــارة...قلناها و لا نزال نقولها راكم ماخـــــــــور موش قناة تلفزية...,0
4J0N2KL,Raw3aaaaa,1
5EDC8TA,الإسم الحــقيـقي لهذه القناة هو:قـناة الحـوار مع الـملاهـــــــــــط,0
9HZ60D3,يا قناة الحمار يا قناة الدعارة يا قناة الماخور تفووووه عليكم و على كل كلب دافع عالمثلية الجنسية يا مسخين يا كلاب يا فساد لعنة الله عليكم و على ولديكم الكلاب يا مسخين يا ولاد الكلب خاصة الحصان الكبير لطفي العماري و الغلام أمين ڨارة و الكبول النكرة الممثل الي لابس أصفر و العاهرة ألي بجنبوا  شالله يضربكم زلزال  10 درجات و يهزكم طوفان ناري مخلط بالبركان يسحقكم يا طحانة تحاربو فالدين و الله يسحق دولتكم ألي خلاتكم تتكلمو بكل حرية!!! تفوووووووه عليكم و على ولديكم الكلاب,0
6LA8QFY,Ya fartasse Enti 3ar 3ala El fan,0
KH2RPRF,مارق برشة و لكزة,0
REFQUU4,تعجبني,1
UPV4GS4,ماشاء الله كلامك تحطوا على الجرح يبرى,1
TTDRE93,sel3a ma8chocha hhhhhhhhh,0
Q26ECW2,Bravo,1
R8K0N05,Kalib kalib kalib tmout kilkalib,0
2HT9182,Bravooo <3,1
KHH0KAJ,ma7lehhaaaa khouyaa :'(,1
UMGF8M0,مسلسل باسل وتافه,0
URHCACD,محلاها وجيهة امان وجيهة رجعلنا ايامات مدام كنزة و الا مدام كنزة مشات و معادش راجعة ؟؟؟,1
B65CL5X,Bra tbarkallah 3la khdija,1
A3PZAIG,Ani9a yeeeeser,1
29MKA3C,آسفي عليك يا تونس :( قمة العار و الجهل انو يتناقش موضوع كيما هكا في برنامج يتفرج فيه الشعب الكل.... ماللخر الشيء هذا حرام و منافي للأخلاق شئتم أم أبيتم و لازم الأطراف المعنية تتدخل باش توقف هل المسخرة والله عار على دولتنا الاسلامية,0
MQAO3ZW,ma7laha,1
OM0C25Z,bravo walid 3jebtni,1
US6P3GI,Tbarkala aalik mariouma teejibni yasser,1
DYZD2GQ,amin dima mwahir wy93od toul 3oumro mwaher,1
X3JYGRI,لمعلم يقعد معلم عمرو ميتعلم,1
26X0J3O,ملا متخلف تعملو مزية معادش تستدعيوه o_O,0
HIMSUZV,chab3a dha7ek 3ala badi bravo bendir,1
R4KBQAD,معلم 👍😉,1
0DP77W7,Yaser maghrour w maset maha9homech jabouh,0
F1XWS0F,Bravoooooooooo,1
ISC7IY9,bravo a3liha,1
EZO2FBI,برشة  مساطة واسقوطية وحط  في بالك رانا نتفرجو  عائلات,0
ZEKN3ZS,عملتو الفضح ربي يهديكم يا لبنات,0
5J8W6S8,Mas9eteha kan sa7bto...each tor5es 3la lflous,0
Q3WUXR9,ممسطو,0
4KF2M4I,ماسط,0
OXYGERB,ربي يشفيه...,0
882JJME,Hhhhh uii 3ejbetniii,1
Q37QL7J,Bravo sami,1
QNHDO2I,معلم,1
12BH5OX,Bravooo chokooo,1
556WYL2,mahlakom kol yli etmathlou,1
GUJ4HXW,Bravo,1
DZMRUK8,والله راجل ويشرف تونس ليس منافق,1
6J2BRE1,Bou zinek,1
APGHISC,زبالة حشاكم  !!,0
1UY66BV,Jarbou3e,0
VIW5EYY,بصراحة ياسر عظروتة و مجودرة و تقزز ،،،بغلة باتم معني الكلمة,0
H4RYY8A,yeser manfou5a walett bozaa,0
782KHMJ,Sout 7lou,1
X4R0AUW,Mahleha nmout a3leha,1
EF8G5Q3,Tfouh,0
UET3I9R,mala sel3a :),0
5S8IYK9,Tayara,1
31FNZ7P,a7sen ra2is,1
4ON501V,maset a8anih el kol mathama feha 7ata ma3na,0
PXCMHNM,مسلسل منحط حتى اسم المسلسل تافه,0
2QA5OM0,بية ماشية وتصغار تبارك الله عليها زعمة شنية السر,1
T44J91G,Ilmoutour raw3a,1
M3ROBIS,Buuu3 man7ebouch w manahedhmouch howa w amthelou,0
6509VZK,Mastaaa,0
2GH5F4F,روعة في الاخراج و التمثيل,1
UD34Q7K,ممثلة ممتازة نحبها برشا,1
S3WU3WC,tbarkallah mahlek ya olfa,1
OHWEXX3,مقداد ينقص في نسبة المشاهدة ماسط و زيد اصلع و قصير كيفاش يمد وجهوا في التلفزة 
,0
CPOMXDA,شخصيتو تحفونه و ابتسامتو رائعه ظاهر ولد اصل و قاللكم بصريح العباره انا نغني باش نصور الفلوس لذا سيبو صالح.,1
3AH3NPH,الله يبارك فيهم وتحية للام لخديجة التي ربتهم احسن تربية ..أخوكم من الجزائر معجب بهند تهبلي يعتيك دودة كيما قالت اختك هههههه mrc,1
BXCX23U,men ar9a el aswat,1
TBBS4NS,tbarkallah 3liiiiik mimo sawt men arwaa3 l aswaat rabii ywaf9eeek nchallah :* :*,1
9BCVUIM,matfahha ya dini,0
EVSTSHR,tfou 3lik  yamalhet,0
A6JKYGT,7lowa warda fi wset hiwar,1
MBFAV2G,tahfoun barchha bon courag fehri sami,1
AZACOKD,Mase5 we9leb lvista,0
F013FEE,ناس في الرقي وفي التطور وفي المعالي الاخلاقية والحضارية والتربوية...وناس تتخبط في الميوعة والانحطاط والانحلال الاخلاقي ..هذه تونس اولاد مفيدة بفسق جديد وفجور بابعاده الاربعة!! كيف سيكون بيننا جيل راقي حاذق وهو يشاهد في زبالة فكر وقذارة سينما وسفالة تلفزة على قدر هذا المرض المنحط الذي يبثون فيه ..,0
XUTT3UQ,محلي  زينو بدير,1
Y3Z06U0,mamset erab mte3 rab rab erab mte3 ra ommek,0
4NSTTF2,"....و تحسو بوهالي.... و دمو ثفيل  yesser rziiiin maaaaaaaset""",0
9X1K7U5,masta,0
IA5RZF2,Macha allah,1
TG47NEN,bravooooooo 9owa fi tamthil,1
OOREHK8,شلايك,0
DSILSK5,Sava marwa  !!!!!!!!! Ta7fona,1
T4QTHWZ,لا يحشموا لا يجعروا توا ما يحشمش ها البهيم معناها فرحان عمل سلفي مع بطلة العالم في العهر تي روح ن.......،تفوووووووووووه فضحتونا يا خماج؟؟؟؟؟؟؟,0
LQU9O6Q,ملا همجية,0
HW1VT1P,والله عائلة قروده حاشا القروده,0
O8Y9OTY,malla chleka jeybinou w malla mostawe,0
J3G3GJN,Dima mnawar,1
9TRF81N,"العيب  موش  فيك    يا  مصباح   ( لاعبها  ديما  علينا   طز  حكمة ) ,  العيب في  اللي  جايبك .  عباد  تلوج  على  الاثارة  و المساطة  و قلة الحياة  .  مشات  التلفزة التونسية  و  مشات  أماليها  .",0
MHMMTC3,A7sn mouselsel bravoo,1
WSGOARK,ma5yeb wejhouuu sii nawefll mela mantherrr 5ihhhh ou itfiiiiiiiiiiiiiihhh,0
E4E6K5X,Katheb,0
RESXWQV,Barcha 9ilet tarbya,0
28YK41I,فنانة ياسر لاهية بروحها...آناقة ورشاقة ومتفائلة وطموحة جداا...أتمنى من بعض الفنانات الاتي يعشن في إهمال فني وذاتي ونفسي أن يقتدين بهاته الفنانة التي شدت إعجاب الملايين من داخل تونس وخارجها...بالتوفيق إن شاء الله,1
P0HEEWY,Hala hlila,0
GH670GL,أنا نحبها بزاف كوثر,1
YTLX11P,انسان نضيييف و ربي اكثر منوا الناس,1
E3MEX3X,madhroub fi rou7ou barcha,0
DNMJCWW,Pffffffffff enifa9 3eni 3enek hatha el koula 3al korsi,0
EV1I3DO,حبيت الاغنيه من ميوس مع ان مش فاهمتهااا بس غنتها اتهببل,1
D9CJ4BN,Tbarkal 3alih,1
HJBJSTU,Emmarek tfoh 3lihom 7achekom,0
TQLICZC,"ملا فصالة""",0
Y04SJEQ,كمشة ماسيخ,0
J4H7SYE,pfffffffff mll fada,0
2Q335AA,سي جلول تنجم تكون أي حاجة الي وزير تربية,0
HLYS5BO,MA7LAHA,1
M3S8NL6,M3alem,1
OXZGNTN,Raby ywaf9ek,1
97IUWFS,Bou zinou,1
X1WGEAY,3asouuul bdour rak,1
JZPLNTE,Mehdi Bouzoumita écoute,1
XNGCU0O,ربي يكثر منك الناس .,1
NNX1WNB,mamsatha,0
O6N381Y,ممثلة ناجحة,1
VVC9E62,مخيبها وممسطها محملتهاش وزيد من فوق ادافع على حاجة حرام زدت كرهتها جملا,0
PYIWYDB,hhhhhhhhh yessir blida,0
CF4TDBW,Masset lasset asslen houwa nahthawi maghchouch w mahouch metcharef baha just entihazi. Fi 7al9a elli fatet houwa 9al mayetba3ech  ennahdha mais fi les videos wa9et enti5abat houwa loul fi minassat ennahdha w ymajed faha. Bon oumourou ta3ba assel. W 5ssara ja fi blasset maya kssouri mra mettha9fa barcha 3liih,0
P7IU69W,machabkom elotef,1
ZNFYTAP,Aychoucha  <3 Mahleha ^^,1
1JUWUIT,mastaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa kifekkkkkkkkkkkk,0
WA9SLB9,#Maye3jebnich point a la ligne,0
449FY99,thabal,1
QBO78XW,Ma7lekom,1
XCTEDRI,"Kan.3malte.skatich, lisalih.liblad

mahlek hanoun
3alaMeya Mariem (y)
ها وخيتي راك عسلا
3jebni bader
Bravo bravo
tou9tel bzein ya3tik douda
madame wajiha lina barcha ma nechoufoukech f talefeza pk tewahecnek barchaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
Hhhh mala  jaw 😆😄😃😹😸
7al9a. CV  t3adete. bravo
ماشاءالله  وتبارك اللّٰه  علي  جمالها
Raw3a
Balti ? Te3jebni Sa7bi
عسله
3assoula
M3alem ya walid
Tcharref elmra tounsiya
وليد انت الراجل التونسي الاصيل والله بكيت لموقفك لما خرجت من البرنامج وتمنيت كل الموجودين ياخذو نفس الموقف برافو وانحني لك تقديرا
Bou zinek mahlek ena n7ebek barcha barcha <3
tahfouna
rim n7ebek barcha
بعد سفيان الشعري الله يرحمو ما ضحكني كان جعفور بصراحة محلاه و السروال اﻷحمر زاد فيه الشطر 😃 إنشاءالله ديما متألق
Hhhh raw3a bravo
Ma3iya ken n9olek rabi ywaf9ek",1
SH1DX7V,من حلقة إل حلقة يتحسن واصل،و ردبالك يغلبك في الحوار لطفي،دافع على رايك,1
7HNZDJO,مروى صحيح اول مرة تمثل لاكن برافوا اتقنت الدور كما يجب واصل نشاالله بالنجاح,1
XUGXMJ4,M3alm tbarkalah 3lik wrabi m3ak wto93id dima lcapo jaw wrbo5,1
I96KO6Y,لا حول ولا قوة الا بالله.,0
8TGY3GH,عادي مش أول مرة تتقال كلمة بزولة في قناة حوار الدعارة قالتها قبل وحدة هوينه مسترجلة ومرتين في البرنامج هذا اما مع راس البصل كان تتذكرو,0
WH57WWM,respect الله يرضي عليك لوالدين كلامك كل مقياس و موزون و اكثر حكاية عجبتني انك قلت تونس مدنية مسلمة لو انهم قاطعوك  bravo,1
12S6O3G,"يخلي داركم كان الطحين و النفاق مرة مع بورقيبة و مرة مع بن علي و تو مع قايد الناقة تو كيف إنت مريض خلي لعباد تدعيلك بالشفاء عﻵه تخليهم يسبوا فيك""",0
PQO1BQ4,عجبتني الفازه برشااااا هههع,1
3BPE8MM,شكيب راجل فحل واذا راح خساره للقناة والوقت هذا روا الراجل وصاحب الكلمه والمتخلق يكرهوه الناس ، اقولها وانا جزاءري يكفي شكيب فخرا انه كان صاحب مبدا,1
O02W5K2,Yeser hlouaa bravooooooooo,1
AP4VQIF,(جالطم ),0
WY2HKDG,برافو راجل و كلامو محترم و الرجلة مواقف,1
UNTCV2C,Mamst waldh hal jomhour ettafah,0
CT9S8CA,مسخفوو -_-,0
0YMDJ3B,هذه احسن واروع الحصص تحياتي لي السي علاء وكل رجال الخفاء  ربي يوفقكم ان شاء اللبه,1
NLOLEY0,m3lllem we3jebtni ki 7kit 3le methleyyn ltaw la 7Abbou yefhmou rana moslmin 9bal kol chay :o,1
08FWBH4,Feeeeennnan,1
W6LH261,ما يقنعش جملة و زايد في البرنامج,0
WZ78H5Z,سي عبد الفتاح معلم يستاهل طيارة لا الطيارة شويه عليه،،،معلم,1
FR7IFOB,مسخ و جاهل و هذا حال الثقافة التونسية للاسف,0
OY8T50Q,Dima 4neyeteekkkk tayara,1
ECR6FF6,maseet meskina tounes...,0
5URNKS0,Tfoooh 3lik ya kalb ya 3adw ediin ya hamel,0
8TDZSVL,أمسط منه في تونس ما شفتش وهو ماشي في بالو يضحك,0
NTYTX65,والله. علة على القلب وعلى الشعب التونسي,0
R4IEURN,ملا حيوان في الساعة يحكي ساعه و نص اسكت وهف يهزك,0
WPJGG2D,M3alem ka3four,1
ZR07CGF,9wia m3alem nwartna,1
FJQTO3F,تهبل,1
CZDGM1B,فنانة حلوة.....تعجبني و يعجبني صوتها,1
QZGMN9I,ماسط لاسط بصدق مهزلة  هادي التصرفات متاع واحد جاهل والجهل مصيبة,0
0VKNZHY,jbri mal mstw 3melt l3ar,0
ODO3NF9,ملي بدات الحصة وهو كل ما يعطيه أمين الكلمة يعمل مشكلة .حتى من راضية طلبت.ياسر رهدان,0
T7YOR8N,Bravo maître naji jalol rajel yokhed rajel,1
OPJ5FL6,والله جعفر القاسمي إنسان خلوق وحتى تفدليكو مقبول إنسان إجابي,1
CTYJNLX,Thhor mouch motrobbi jimla,0
NMXECBB,mala lebsa piiiiif,0
I34Y9DE,جعفور انسان خلوق و متربي و ولد عايله,1
OIZNK66,mnawra mahlek,1
ZN3XQ6I,Bravo bravo bravo,1
G95EPNE,امين النهدي مدرسة,1
DDJPSYQ,Bravo 5adouja :),1
IL99MMK,متألق دائما  بالتوفيق,1
85H3OW9,Meli chadit enti na9abit fananin zedet da5altha b3atha k fili enti zeyed 7eja lil fen t masto w lasto 9oum rawe7 memrgik,0
SM8U11B,راك ماسط راك لاسط راك سلعة متشيخش جملة.صاحبي موكش متع فكاهة,0
D0686PN,تعجبني شخصيتها وشهلولة ماراهيش ماصطة الله يبارك,1
V4LHEDI,مرووته عسل الدنيا ماشاء الله .. بوزين المسرارة .. بالتوفيق و ان شاء الله من حسن الى احسن يا بنت مفيدة😘,1
ATPP5PY,Wa7dek fek wahra a7santi wasli 3la hedha el men wel,1
J53OE46,milla mostewa we milla tefeha,0
Q1LDHXS,محلا ها ريم الرياحي مرا بأتم الكلمة تحسها صادقة وثابتة وتعرف حق قدرها,1
QHAQXUZ,ديما تمثل دور العاهرة .. حتى هو يخرج عليها,0
82PHQ8R,Sahbi  tayer  rabi  y5alik w yostorek,1
OMYIEB5,قداش برشة عباد تافهين,0
